**********************
Windows PowerShell transcript start
Start time: 20190309103618
Username: PC_NTMS20\Administrator
RunAs User: PC_NTMS20\Administrator
Machine: PC_NTMS20 (Microsoft Windows NT 6.2.9200.0)
Host Application: C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe
Process ID: 3400
**********************
Transcript started, output file is C:\Users\Administrator\Documents\PowerShell_transcript.PC_NTMS20.SgcNLS+U.201903091036
18.txt

PS C:\Windows\System32> Get-Service

Status   Name               DisplayName
UserProcessorTime          : 00:00:00.1093750
VirtualMemorySize          : 56233984
VirtualMemorySize64        : 56233984
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 6434816
WorkingSet64               : 6434816
Site                       :
Container                  :

__NounName                 : Process
Name                       : sppsvc
Handles                    : 200
VM                         : 48463872
WS                         : 15065088
PM                         : 5517312
NPM                        : 8816
Path                       :
Company                    :
CPU                        : 14.1875
FileVersion                :
ProductVersion             :
Description                :
Product                    :
BasePriority               : 8
ExitCode                   :
HasExited                  :
ExitTime                   :
Handle                     :
SafeHandle                 :
HandleCount                : 200
Id                         : 3084
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 :
MaxWorkingSet              :
MinWorkingSet              :
Modules                    :
NonpagedSystemMemorySize   : 8816
NonpagedSystemMemorySize64 : 8816
PagedMemorySize            : 5517312
PagedMemorySize64          : 5517312
PagedSystemMemorySize      : 89064
PagedSystemMemorySize64    : 89064
PeakPagedMemorySize        : 6680576
PeakPagedMemorySize64      : 6680576
PeakWorkingSet             : 15441920
PeakWorkingSet64           : 15441920
PeakVirtualMemorySize      : 50593792
PeakVirtualMemorySize64    : 2199073849344
PriorityBoostEnabled       :
PriorityClass              :
PrivateMemorySize          : 5517312
PrivateMemorySize64        : 5517312
PrivilegedProcessorTime    : 00:00:01.6250000
ProcessName                : sppsvc
ProcessorAffinity          :
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:31 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:14.1875000
UserProcessorTime          : 00:00:12.5625000
VirtualMemorySize          : 48463872
VirtualMemorySize64        : 2199071719424
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 15065088
WorkingSet64               : 15065088
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 1022
VM                         : 1472942080
WS                         : 25292800
PM                         : 14213120
NPM                        : 58848
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 166.59375
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2032
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 1022
Id                         : 512
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 58848
NonpagedSystemMemorySize64 : 58848
PagedMemorySize            : 14213120
PagedMemorySize64          : 14213120
PagedSystemMemorySize      : 257280
PagedSystemMemorySize64    : 257280
PeakPagedMemorySize        : 15925248
PeakPagedMemorySize64      : 15925248
PeakWorkingSet             : 26734592
PeakWorkingSet64           : 26734592
PeakVirtualMemorySize      : 1485852672
PeakVirtualMemorySize64    : 2200509108224
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 14213120
PrivateMemorySize64        : 14213120
PrivilegedProcessorTime    : 00:01:10.5781250
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:20 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:02:46.5937500
UserProcessorTime          : 00:01:36.0156250
VirtualMemorySize          : 1472942080
VirtualMemorySize64        : 2200496197632
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 25292800
WorkingSet64               : 25292800
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 470
VM                         : 51314688
WS                         : 13774848
PM                         : 6938624
NPM                        : 15808
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 288.09375
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 4052
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 470
Id                         : 636
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 15808
NonpagedSystemMemorySize64 : 15808
PagedMemorySize            : 6938624
PagedMemorySize64          : 6938624
PagedSystemMemorySize      : 341816
PagedSystemMemorySize64    : 341816
PeakPagedMemorySize        : 28098560
PeakPagedMemorySize64      : 28098560
PeakWorkingSet             : 16285696
PeakWorkingSet64           : 16285696
PeakVirtualMemorySize      : 73740288
PeakVirtualMemorySize64    : 2199096995840
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 6938624
PrivateMemorySize64        : 6938624
PrivilegedProcessorTime    : 00:02:31.3281250
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:19 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:04:48.0937500
UserProcessorTime          : 00:02:16.7656250
VirtualMemorySize          : 51314688
VirtualMemorySize64        : 2199074570240
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 13774848
WorkingSet64               : 13774848
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 415
VM                         : 36270080
WS                         : 8806400
PM                         : 4919296
NPM                        : 15632
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 31.359375
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2560
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 415
Id                         : 684
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 15632
NonpagedSystemMemorySize64 : 15632
PagedMemorySize            : 4919296
PagedMemorySize64          : 4919296
PagedSystemMemorySize      : 93280
PagedSystemMemorySize64    : 93280
PeakPagedMemorySize        : 5312512
PeakPagedMemorySize64      : 5312512
PeakWorkingSet             : 9097216
PeakWorkingSet64           : 9097216
PeakVirtualMemorySize      : 41689088
PeakVirtualMemorySize64    : 2199064944640
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 4919296
PrivateMemorySize64        : 4919296
PrivilegedProcessorTime    : 00:00:12.6718750
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:19 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:31.3593750
UserProcessorTime          : 00:00:18.6875000
VirtualMemorySize          : 36270080
VirtualMemorySize64        : 2199059525632
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 8806400
WorkingSet64               : 8806400
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 816
VM                         : 110460928
WS                         : 33562624
PM                         : 26193920
NPM                        : 32992
Path                       : C:\Windows\System32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 47.984375
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2172
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 816
Id                         : 804
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 32992
NonpagedSystemMemorySize64 : 32992
PagedMemorySize            : 26193920
PagedMemorySize64          : 26193920
PagedSystemMemorySize      : 155144
PagedSystemMemorySize64    : 155144
PeakPagedMemorySize        : 28184576
PeakPagedMemorySize64      : 28184576
PeakWorkingSet             : 35655680
PeakWorkingSet64           : 35655680
PeakVirtualMemorySize      : 135323648
PeakVirtualMemorySize64    : 2199158579200
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 26193920
PrivateMemorySize64        : 26193920
PrivilegedProcessorTime    : 00:00:14.5312500
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:20 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:47.9843750
UserProcessorTime          : 00:00:33.4531250
VirtualMemorySize          : 110460928
VirtualMemorySize64        : 2199133716480
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 33562624
WorkingSet64               : 33562624
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 1897
VM                         : 193486848
WS                         : 49115136
PM                         : 29466624
NPM                        : 72528
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 107.6875
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2264
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 1897
Id                         : 836
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 72528
NonpagedSystemMemorySize64 : 72528
PagedMemorySize            : 29466624
PagedMemorySize64          : 29466624
PagedSystemMemorySize      : 443296
PagedSystemMemorySize64    : 443296
PeakPagedMemorySize        : 290881536
PeakPagedMemorySize64      : 290881536
PeakWorkingSet             : 346939392
PeakWorkingSet64           : 346939392
PeakVirtualMemorySize      : 1168769024
PeakVirtualMemorySize64    : 2200192024576
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 29466624
PrivateMemorySize64        : 29466624
PrivilegedProcessorTime    : 00:00:55
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:20 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:01:47.6875000
UserProcessorTime          : 00:00:52.6875000
VirtualMemorySize          : 193486848
VirtualMemorySize64        : 2199216742400
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 49115136
WorkingSet64               : 49115136
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 746
VM                         : 146776064
WS                         : 22339584
PM                         : 13402112
NPM                        : 35952
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 9.265625
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2080
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 746
Id                         : 880
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 35952
NonpagedSystemMemorySize64 : 35952
PagedMemorySize            : 13402112
PagedMemorySize64          : 13402112
PagedSystemMemorySize      : 290280
PagedSystemMemorySize64    : 290280
PeakPagedMemorySize        : 17321984
PeakPagedMemorySize64      : 17321984
PeakWorkingSet             : 32489472
PeakWorkingSet64           : 32489472
PeakVirtualMemorySize      : 255553536
PeakVirtualMemorySize64    : 2199278809088
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 13402112
PrivateMemorySize64        : 13402112
PrivilegedProcessorTime    : 00:00:04.3906250
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:20 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:09.2656250
UserProcessorTime          : 00:00:04.8750000
VirtualMemorySize          : 146776064
VirtualMemorySize64        : 2199170031616
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 22339584
WorkingSet64               : 22339584
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 557
VM                         : 110940160
WS                         : 22228992
PM                         : 13205504
NPM                        : 27184
Path                       : C:\Windows\System32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 475.625
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2808
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 557
Id                         : 980
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 27184
NonpagedSystemMemorySize64 : 27184
PagedMemorySize            : 13205504
PagedMemorySize64          : 13205504
PagedSystemMemorySize      : 192544
PagedSystemMemorySize64    : 192544
PeakPagedMemorySize        : 18792448
PeakPagedMemorySize64      : 18792448
PeakWorkingSet             : 29347840
PeakWorkingSet64           : 29347840
PeakVirtualMemorySize      : 121753600
PeakVirtualMemorySize64    : 2203439976448
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 13205504
PrivateMemorySize64        : 13205504
PrivilegedProcessorTime    : 00:06:56.8750000
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:20 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:07:55.6250000
UserProcessorTime          : 00:00:58.7500000
VirtualMemorySize          : 110940160
VirtualMemorySize64        : 2203429163008
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 22228992
WorkingSet64               : 22228992
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 526
VM                         : 124862464
WS                         : 23396352
PM                         : 15667200
NPM                        : 39984
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 18.328125
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2936
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 526
Id                         : 1148
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 39984
NonpagedSystemMemorySize64 : 39984
PagedMemorySize            : 15667200
PagedMemorySize64          : 15667200
PagedSystemMemorySize      : 178288
PagedSystemMemorySize64    : 178288
PeakPagedMemorySize        : 49111040
PeakPagedMemorySize64      : 49111040
PeakWorkingSet             : 49074176
PeakWorkingSet64           : 49074176
PeakVirtualMemorySize      : 941187072
PeakVirtualMemorySize64    : 2199964442624
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 15667200
PrivateMemorySize64        : 15667200
PrivilegedProcessorTime    : 00:00:09.5000000
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:20 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:18.3281250
UserProcessorTime          : 00:00:08.8281250
VirtualMemorySize          : 124862464
VirtualMemorySize64        : 2199148118016
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 23396352
WorkingSet64               : 23396352
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 390
VM                         : 111964160
WS                         : 15278080
PM                         : 5943296
NPM                        : 17280
Path                       : C:\Windows\System32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 0.765625
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2544
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 390
Id                         : 1324
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 17280
NonpagedSystemMemorySize64 : 17280
PagedMemorySize            : 5943296
PagedMemorySize64          : 5943296
PagedSystemMemorySize      : 227936
PagedSystemMemorySize64    : 227936
PeakPagedMemorySize        : 6549504
PeakPagedMemorySize64      : 6549504
PeakWorkingSet             : 15745024
PeakWorkingSet64           : 15745024
PeakVirtualMemorySize      : 114626560
PeakVirtualMemorySize64    : 2199137882112
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 5943296
PrivateMemorySize64        : 5943296
PrivilegedProcessorTime    : 00:00:00.4843750
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:21 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:00.7656250
UserProcessorTime          : 00:00:00.2812500
VirtualMemorySize          : 111964160
VirtualMemorySize64        : 2199135219712
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 15278080
WorkingSet64               : 15278080
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 148
VM                         : 39481344
WS                         : 6934528
PM                         : 2232320
NPM                        : 10352
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 3.40625
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 1572
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 148
Id                         : 1408
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 10352
NonpagedSystemMemorySize64 : 10352
PagedMemorySize            : 2232320
PagedMemorySize64          : 2232320
PagedSystemMemorySize      : 76120
PagedSystemMemorySize64    : 76120
PeakPagedMemorySize        : 2793472
PeakPagedMemorySize64      : 2793472
PeakWorkingSet             : 7258112
PeakWorkingSet64           : 7258112
PeakVirtualMemorySize      : 41611264
PeakVirtualMemorySize64    : 2199064866816
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 2232320
PrivateMemorySize64        : 2232320
PrivilegedProcessorTime    : 00:00:02.3437500
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:21 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:03.4062500
UserProcessorTime          : 00:00:01.0625000
VirtualMemorySize          : 39481344
VirtualMemorySize64        : 2199062736896
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 6934528
WorkingSet64               : 6934528
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 520
VM                         : 95883264
WS                         : 17334272
PM                         : 7385088
NPM                        : 29856
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 41.796875
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 1964
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 520
Id                         : 3332
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 29856
NonpagedSystemMemorySize64 : 29856
PagedMemorySize            : 7385088
PagedMemorySize64          : 7385088
PagedSystemMemorySize      : 192048
PagedSystemMemorySize64    : 192048
PeakPagedMemorySize        : 8572928
PeakPagedMemorySize64      : 8572928
PeakWorkingSet             : 17637376
PeakWorkingSet64           : 17637376
PeakVirtualMemorySize      : 108744704
PeakVirtualMemorySize64    : 2199132000256
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 7385088
PrivateMemorySize64        : 7385088
PrivilegedProcessorTime    : 00:00:17.1406250
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:32 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:41.7968750
UserProcessorTime          : 00:00:24.6562500
VirtualMemorySize          : 95883264
VirtualMemorySize64        : 2199119138816
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 17334272
WorkingSet64               : 17334272
Site                       :
Container                  :

__NounName                 : Process
Name                       : svchost
Handles                    : 105
VM                         : 22085632
WS                         : 4964352
PM                         : 1392640
NPM                        : 10704
Path                       : C:\Windows\system32\svchost.exe
Company                    : Microsoft Corporation
CPU                        : 0.6875
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Services
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2968
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 105
Id                         : 3488
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (svchost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 10704
NonpagedSystemMemorySize64 : 10704
PagedMemorySize            : 1392640
PagedMemorySize64          : 1392640
PagedSystemMemorySize      : 47448
PagedSystemMemorySize64    : 47448
PeakPagedMemorySize        : 1560576
PeakPagedMemorySize64      : 1560576
PeakWorkingSet             : 5050368
PeakWorkingSet64           : 5050368
PeakVirtualMemorySize      : 23154688
PeakVirtualMemorySize64    : 2199046410240
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 1392640
PrivateMemorySize64        : 1392640
PrivilegedProcessorTime    : 00:00:00.5781250
ProcessName                : svchost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:32 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:00.6875000
UserProcessorTime          : 00:00:00.1093750
VirtualMemorySize          : 22085632
VirtualMemorySize64        : 2199045341184
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 4964352
WorkingSet64               : 4964352
Site                       :
Container                  :

__NounName                 : Process
Name                       : System
Handles                    : 1306
VM                         : 5701632
WS                         : 1515520
PM                         : 110592
NPM                        : 0
Path                       :
Company                    :
CPU                        : 1633.890625
FileVersion                :
ProductVersion             :
Description                :
Product                    :
BasePriority               : 8
ExitCode                   :
HasExited                  :
ExitTime                   :
Handle                     :
SafeHandle                 :
HandleCount                : 1306
Id                         : 4
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 :
MaxWorkingSet              :
MinWorkingSet              :
Modules                    :
NonpagedSystemMemorySize   : 0
NonpagedSystemMemorySize64 : 0
PagedMemorySize            : 110592
PagedMemorySize64          : 110592
PagedSystemMemorySize      : 0
PagedSystemMemorySize64    : 0
PeakPagedMemorySize        : 278528
PeakPagedMemorySize64      : 278528
PeakWorkingSet             : 2789376
PeakWorkingSet64           : 2789376
PeakVirtualMemorySize      : 12718080
PeakVirtualMemorySize64    : 12718080
PriorityBoostEnabled       :
PriorityClass              :
PrivateMemorySize          : 110592
PrivateMemorySize64        : 110592
PrivilegedProcessorTime    : 00:27:13.8906250
ProcessName                : System
ProcessorAffinity          :
Responding                 : True
SessionId                  : 0
